time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,0.3_um_count,0.5_um_count,1.0_um_count,2.5_um_count,5.0_um_count,10.0_um_count,pm1.0_atm,pm10.0_atm,id,date_time_utc
1709626885,1872,173212,33.0,94.0,1.3,309.58000000000004,87.585,13.62,2.16,1.665,0.505,0.8200000000000001,2.315,173212,2024-03-05 08:21:25
1709627005,1872,173212,33.0,94.0,1.2,305.14,85.545,13.99,3.555,1.765,0.355,0.5900000000000001,2.37,173212,2024-03-05 08:23:25
1709627125,1872,173212,33.0,94.0,1.4,346.685,94.76,13.825,2.89,1.875,0.54,0.73,2.645,173212,2024-03-05 08:25:25
1709627246,1872,173212,33.0,94.0,1.4,334.09000000000003,91.34,15.005,2.6100000000000003,1.04,0.07,0.8300000000000001,2.23,173212,2024-03-05 08:27:26
1709627365,1872,173212,33.0,94.0,1.3,319.195,88.6,14.295,3.24,1.08,0.36,0.81,2.47,173212,2024-03-05 08:29:25
1709627485,1872,173212,33.0,94.0,1.6,355.02,101.305,17.78,2.96,1.29,0.4549999999999999,0.74,2.705,173212,2024-03-05 08:31:25
1709627605,1872,173212,33.0,94.0,1.5,338.45500000000004,99.835,15.8,2.785,1.03,0.36,1.01,2.78,173212,2024-03-05 08:33:25
1709627725,1872,173212,33.0,94.0,1.6,358.245,101.03,17.965,2.7350000000000003,0.775,0.555,1.15,2.555,173212,2024-03-05 08:35:25
1709627845,1872,173212,33.0,94.0,1.5,325.6,91.98,18.215,4.12,2.19,0.23,0.79,3.095,173212,2024-03-05 08:37:25
1709627965,1872,173212,33.0,93.5,1.6,373.335,107.7,17.27,3.45,1.795,0.83,0.92,3.27,173212,2024-03-05 08:39:25
1709628086,1872,173212,33.0,93.5,1.5,359.61,98.32,17.725,4.51,2.645,1.095,1.0,3.81,173212,2024-03-05 08:41:26
1709628205,1872,173212,33.5,93.5,1.6,371.23,108.43,18.345,4.42,1.885,0.995,1.175,3.735,173212,2024-03-05 08:43:25
1709628325,1872,173212,33.5,93.5,1.7,394.055,111.41,18.009999999999998,2.53,1.0,0.35,1.085,2.665,173212,2024-03-05 08:45:25
1709628446,1872,173212,33.5,93.5,1.6,368.47,100.61,19.005000000000003,4.390000000000001,2.255,0.375,1.06,3.375,173212,2024-03-05 08:47:26
1709628565,1872,173212,33.5,93.5,1.8,378.76,105.4,21.625,4.655,2.835,0.53,1.01,4.08,173212,2024-03-05 08:49:25
1709631166,1872,173212,41.5,88.0,2.4,502.5700000000001,140.695,45.195,21.0,6.145,0.3349999999999999,1.5,10.265,173212,2024-03-05 09:32:46
1709631286,1872,173212,40.5,88.5,3.5,536.03,160.89499999999998,71.0,28.31,4.0600000000000005,0.39,1.4300000000000002,12.925,173212,2024-03-05 09:34:46
1709631407,1872,173212,39.5,89.5,9.0,1818.16,535.7049999999999,106.285,18.915,3.55,0.845,8.67,17.29,173212,2024-03-05 09:36:47
1709631526,1872,173212,39.5,89.5,62.8,10845.56,3191.925,699.95,24.28,2.52,0.61,66.15,83.975,173212,2024-03-05 09:38:46
1709631646,1872,173212,38.5,89.5,65.5,10925.16,3194.0150000000003,739.425,17.490000000000002,2.0,0.945,65.735,80.44,173212,2024-03-05 09:40:46
1709632110,1872,173212,37.0,90.5,1.3,297.8,86.045,15.935,3.605,1.255,0.32,0.6,2.375,173212,2024-03-05 09:48:30
1709632230,1872,173212,37.0,91.0,1.8,332.785,96.895,21.275,3.165,1.925,0.375,0.7050000000000001,3.085,173212,2024-03-05 09:50:30
1709632350,1872,173212,37.0,91.5,1.4,300.785,84.49,15.815,3.19,1.73,0.26,0.49,2.14,173212,2024-03-05 09:52:30
1709632470,1872,173212,36.5,91.5,1.3,299.52,86.315,14.88,2.7350000000000003,1.715,0.645,0.8400000000000001,2.4450000000000003,173212,2024-03-05 09:54:30
1709632590,1872,173212,36.0,91.5,1.4,286.19,83.24000000000001,17.92,3.76,1.565,0.405,0.59,2.715,173212,2024-03-05 09:56:30
1709632710,1872,173212,36.0,91.5,1.4,281.52,81.08,16.415,2.455,1.3,0.11,0.39,1.76,173212,2024-03-05 09:58:30
1709632830,1872,173212,36.5,91.5,1.2,275.03,76.125,13.35,2.96,1.415,0.6699999999999999,0.405,1.905,173212,2024-03-05 10:00:30
1709632950,1872,173212,36.5,91.5,1.1,274.37,78.60499999999999,13.205,4.1850000000000005,1.54,0.62,0.33,2.105,173212,2024-03-05 10:02:30
1709633070,1872,173212,36.5,91.5,1.3,270.89,77.61500000000001,15.145,2.99,1.825,0.93,0.505,2.4000000000000004,173212,2024-03-05 10:04:30
1709633190,1872,173212,36.5,91.5,1.3,272.665,79.725,14.99,2.855,1.265,0.145,0.335,1.735,173212,2024-03-05 10:06:30
1709633310,1872,173212,37.0,91.5,1.4,282.69,78.5,16.369999999999997,3.125,1.385,0.11,0.62,2.275,173212,2024-03-05 10:08:30
1709633430,1872,173212,37.0,92.0,1.4,280.13,81.9,16.46,3.305,1.66,0.435,0.525,2.54,173212,2024-03-05 10:10:30
1709633550,1872,173212,36.5,92.0,1.2,257.48,73.38499999999999,14.92,4.095,1.6800000000000002,0.615,0.26,2.27,173212,2024-03-05 10:12:30
1709633670,1872,173212,37.0,92.0,1.2,260.57,73.47,14.405,2.68,1.51,0.5,0.435,1.905,173212,2024-03-05 10:14:30
1709633790,1872,173212,37.0,92.0,17.2,3114.1400000000003,907.355,192.225,11.37,4.365,0.48,17.255,26.075,173212,2024-03-05 10:16:30
1709633910,1872,173212,37.0,92.0,6.2,1234.53,364.745,83.41,20.865,5.115,0.255,6.465,15.79,173212,2024-03-05 10:18:30
1709634030,1872,173212,37.5,92.0,28.2,6985.264999999999,2001.33,250.67,25.625,2.15,0.395,35.545,49.735,173212,2024-03-05 10:20:30
1709634150,1872,173212,37.5,92.0,16.0,3496.05,1025.515,177.685,31.64,2.62,0.525,18.34,30.735,173212,2024-03-05 10:22:30
1709634381,1872,173212,38.5,91.5,1.4,308.305,88.64500000000001,20.135,7.545,2.04,0.9,0.215,3.535,173212,2024-03-05 10:26:21
1709634501,1872,173212,37.5,92.0,1.4,278.91,82.16499999999999,20.985,6.74,1.385,0.3,0.425,3.14,173212,2024-03-05 10:28:21
1709634621,1872,173212,37.5,92.5,1.3,257.885,76.975,16.745,3.61,1.3199999999999998,0.195,0.3299999999999999,1.91,173212,2024-03-05 10:30:21
1709634741,1872,173212,37.5,92.0,1.1,245.005,70.215,14.87,4.295,1.895,0.815,0.195,2.31,173212,2024-03-05 10:32:21
1709634861,1872,173212,37.5,92.0,1.2,233.485,65.625,15.205,3.315,1.02,0.475,0.195,1.88,173212,2024-03-05 10:34:21
1709634982,1872,173212,37.5,92.0,1.2,241.455,68.91999999999999,13.535,2.085,1.135,0.725,0.385,1.945,173212,2024-03-05 10:36:22
1709635101,1872,173212,37.0,92.5,1.2,252.75,73.41499999999999,14.985,3.4,1.035,0.045,0.51,2.08,173212,2024-03-05 10:38:21
1709635221,1872,173212,37.0,92.5,1.1,227.97,64.9,12.595,1.525,0.46,0.13,0.1699999999999999,1.22,173212,2024-03-05 10:40:21
1709635341,1872,173212,37.0,92.5,1.3,265.83,72.41499999999999,15.9,2.76,1.17,0.39,0.415,1.755,173212,2024-03-05 10:42:21
1709635461,1872,173212,37.0,92.5,1.1,222.43,62.855,14.43,2.745,0.735,0.52,0.425,1.75,173212,2024-03-05 10:44:21
1709635581,1872,173212,37.0,92.5,1.2,236.52,67.05,14.455,2.8200000000000003,1.005,0.4649999999999999,0.35,1.96,173212,2024-03-05 10:46:21
1709635701,1872,173212,37.0,92.5,1.0,229.5,65.095,13.13,3.455,1.62,0.8049999999999999,0.29,2.02,173212,2024-03-05 10:48:21
1709635821,1872,173212,37.0,92.5,1.1,250.0,69.85000000000001,12.515,2.9,1.655,0.67,0.42,2.14,173212,2024-03-05 10:50:21
1709635941,1872,173212,37.0,92.5,1.0,226.76,67.295,12.19,3.1950000000000003,1.45,0.3,0.325,2.075,173212,2024-03-05 10:52:21
1709636061,1872,173212,37.0,92.5,1.1,240.355,68.09,14.04,2.975,1.415,0.55,0.395,2.16,173212,2024-03-05 10:54:21
1709636181,1872,173212,37.0,92.5,1.1,230.01,67.73500000000001,13.095,2.78,1.38,0.17,0.3349999999999999,1.71,173212,2024-03-05 10:56:21
1709636301,1872,173212,36.5,92.5,1.2,233.78,65.22,13.98,2.09,1.185,0.43,0.275,1.985,173212,2024-03-05 10:58:21
