time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,0.3_um_count,0.5_um_count,1.0_um_count,2.5_um_count,5.0_um_count,10.0_um_count,pm1.0_atm,pm10.0_atm,id,date_time_utc
1709629426,1872,173213,33.0,93.5,17.1,5978.59,1602.025,104.965,27.335,0.865,0.31,34.33,45.525,173213,2024-03-05 09:03:46
1709629546,1872,173213,33.5,93.0,12.6,2031.04,652.55,150.07999999999998,12.855,0.66,0.465,18.39,29.005,173213,2024-03-05 09:05:46
1709629666,1872,173213,33.5,93.0,12.0,1856.635,590.63,150.235,15.665,0.675,0.225,17.495,27.195,173213,2024-03-05 09:07:46
1709629786,1872,173213,33.0,93.0,12.4,2154.33,665.875,150.545,19.54,0.855,0.305,19.495,30.685,173213,2024-03-05 09:09:46
1709629906,1872,173213,33.5,93.0,12.8,2339.82,734.145,141.94,11.575,0.605,0.18,21.345,30.275,173213,2024-03-05 09:11:46
1709630026,1872,173213,33.5,93.0,11.2,1832.835,587.425,133.74,12.454999999999998,0.845,0.205,18.74,27.25,173213,2024-03-05 09:13:46
1709630147,1872,173213,33.5,93.0,10.9,2519.285,825.095,104.775,18.885,1.135,0.275,21.96,33.07,173213,2024-03-05 09:15:47
1709630267,1872,173213,33.5,93.0,18.1,4216.79,1233.22,169.285,16.835,0.835,0.3299999999999999,32.13,44.53,173213,2024-03-05 09:17:47
1709630387,1872,173213,33.5,93.0,13.1,2816.05,908.495,124.85,11.739999999999998,0.35,0.105,24.395,33.705,173213,2024-03-05 09:19:47
1709630507,1872,173213,34.0,93.0,11.9,1829.43,607.2900000000001,147.665,15.705000000000002,0.63,0.295,17.945,28.89,173213,2024-03-05 09:21:47
1709630627,1872,173213,34.0,93.0,11.4,1950.12,629.355,131.32999999999998,12.485,0.965,0.275,18.785,27.225,173213,2024-03-05 09:23:47
1709630747,1872,173213,34.0,93.0,12.7,2440.385,745.105,136.66500000000002,11.285,1.1800000000000002,0.275,21.545,30.28,173213,2024-03-05 09:25:47
1709630867,1872,173213,34.0,93.0,10.0,1672.05,524.675,122.61,14.68,1.865,0.92,14.989999999999998,23.29,173213,2024-03-05 09:27:47
1709630987,1872,173213,34.0,92.5,16.7,3353.19,1072.315,172.28,17.505000000000003,0.715,0.295,29.47,40.65,173213,2024-03-05 09:29:47
1709631108,1872,173213,35.0,92.0,6.5,1493.1999999999998,460.07,66.63,11.705,0.48,0.305,11.665,20.07,173213,2024-03-05 09:31:48
1709631228,1872,173213,35.5,92.0,6.2,1598.395,438.53,61.905,13.5,0.91,0.375,9.055,19.495,173213,2024-03-05 09:33:48
1709631384,1872,173213,36.0,90.5,7.0,1843.185,476.8250000000001,71.91,14.87,0.8999999999999999,0.44,10.17,20.47,173213,2024-03-05 09:36:24
1709631468,1872,173213,36.5,91.5,5.7,1413.285,389.18,62.025,14.575,1.195,0.475,9.14,18.235,173213,2024-03-05 09:37:48
1709631588,1872,173213,35.5,92.0,3.8,929.685,209.275,50.01,13.115,1.685,0.555,4.17,12.835,173213,2024-03-05 09:39:48
1709631734,1872,173213,36.0,90.5,3.4,905.075,266.27,30.09,6.63,1.27,0.47,5.365,10.415,173213,2024-03-05 09:42:14
1709631857,1872,173213,37.0,90.0,4.8,1279.65,355.01,47.37,11.15,1.015,0.67,7.944999999999999,14.71,173213,2024-03-05 09:44:17
1709632012,1872,173213,37.5,89.5,8.1,2768.28,611.79,61.6,12.525,0.745,0.42,12.515,21.865,173213,2024-03-05 09:46:52
1709632068,1872,173213,37.5,90.0,5.6,2066.305,470.595,40.53,12.405,1.265,0.6950000000000001,9.375,17.73,173213,2024-03-05 09:47:48
1709632188,1872,173213,36.5,91.0,6.5,2020.89,534.285,51.06,11.0,0.925,0.18,10.965,18.425,173213,2024-03-05 09:49:48
1709632348,1872,173213,36.5,89.5,5.2,1523.9499999999998,362.99,51.845,12.585,0.875,0.14,9.185,16.23,173213,2024-03-05 09:52:28
1709632428,1872,173213,36.5,91.0,3.6,996.325,303.56,34.625,11.615,0.8300000000000001,0.235,5.725,12.155,173213,2024-03-05 09:53:48
1709632590,1872,173213,36.5,89.5,3.9,779.0749999999999,240.625,47.015,9.29,0.985,0.285,4.675,10.775,173213,2024-03-05 09:56:30
1709632668,1872,173213,36.5,91.0,4.7,902.09,274.09000000000003,56.945,9.96,1.035,0.3999999999999999,5.58,12.67,173213,2024-03-05 09:57:48
1709632788,1872,173213,36.5,91.0,5.4,1598.745,372.16,46.795,6.25,1.4500000000000002,0.885,8.265,15.12,173213,2024-03-05 09:59:48
1709632908,1872,173213,36.5,91.0,3.8,1092.595,202.205,42.695,9.355,0.365,0.26,4.57,10.29,173213,2024-03-05 10:01:48
1709633028,1872,173213,36.5,91.0,1.8,353.51,94.795,27.450000000000003,7.614999999999999,0.875,0.425,1.7950000000000002,5.425000000000001,173213,2024-03-05 10:03:48
1709633168,1872,173213,37.0,90.0,2.3,414.395,112.065,35.145,9.105,1.66,0.7749999999999999,1.65,7.77,173213,2024-03-05 10:06:08
1709633269,1872,173213,37.0,91.0,2.5,289.59,84.375,41.69,7.885,1.54,0.6799999999999999,1.19,7.335000000000001,173213,2024-03-05 10:07:49
1709633388,1872,173213,37.0,91.0,1.3,148.45,43.775000000000006,28.590000000000003,10.575,1.5,0.755,0.165,5.595000000000001,173213,2024-03-05 10:09:48
1709633508,1872,173213,37.0,91.0,2.5,631.74,97.24,37.12,10.045,1.27,0.58,1.055,7.354999999999999,173213,2024-03-05 10:11:48
1709633628,1872,173213,37.5,91.0,1.7,121.63,39.7,32.92,7.164999999999999,1.18,0.4499999999999999,0.13,4.975,173213,2024-03-05 10:13:48
1709633749,1872,173213,37.5,91.0,7.0,2394.085,493.505,56.99,10.815,1.035,0.6599999999999999,12.205,21.175,173213,2024-03-05 10:15:49
1709633869,1872,173213,37.5,91.0,2.3,642.0699999999999,109.78,26.94,5.550000000000001,0.41,0.185,2.11,5.53,173213,2024-03-05 10:17:49
1709633988,1872,173213,37.0,92.0,2.7,884.37,155.45499999999998,29.69,8.26,1.605,1.04,2.92,8.35,173213,2024-03-05 10:19:48
1709634108,1872,173213,37.0,92.5,1.3,244.87,70.875,16.490000000000002,3.7,1.37,0.6,0.375,2.04,173213,2024-03-05 10:21:48
1709634228,1872,173213,37.0,92.5,1.2,278.96500000000003,76.465,14.0,3.745,0.925,0.3399999999999999,0.28,1.795,173213,2024-03-05 10:23:48
1709634348,1872,173213,37.0,92.5,1.2,272.93,76.875,12.8,2.255,1.075,0.31,0.4649999999999999,1.63,173213,2024-03-05 10:25:48
1709634468,1872,173213,37.0,92.5,1.2,271.95000000000005,77.595,14.505,3.625,1.405,0.305,0.575,2.255,173213,2024-03-05 10:27:48
1709634588,1872,173213,37.0,92.5,1.4,270.64,78.58,17.845,3.23,0.965,0.44,0.24,1.89,173213,2024-03-05 10:29:48
1709634708,1872,173213,37.0,92.5,1.2,264.77,74.45,14.535,3.76,1.3,0.615,0.32,1.915,173213,2024-03-05 10:31:48
1709634828,1872,173213,36.5,92.5,1.0,229.525,68.4,10.28,2.42,0.985,0.275,0.31,1.395,173213,2024-03-05 10:33:48
1709634948,1872,173213,36.0,92.5,1.1,217.915,60.74,15.145,3.125,1.245,0.425,0.14,1.775,173213,2024-03-05 10:35:48
1709635068,1872,173213,36.0,92.5,0.9,199.74,59.85,11.555,2.78,1.0,0.5700000000000001,0.18,1.69,173213,2024-03-05 10:37:48
1709635188,1872,173213,36.0,92.5,0.9,222.545,64.505,9.395,1.415,0.825,0.195,0.26,1.145,173213,2024-03-05 10:39:48
1709635308,1872,173213,36.0,92.5,1.1,223.53,66.55,12.205,2.215,0.7250000000000001,0.01,0.39,1.83,173213,2024-03-05 10:41:48
1709635428,1872,173213,36.0,92.5,1.1,222.22,63.735,12.95,2.545,0.76,0.19,0.3399999999999999,1.7,173213,2024-03-05 10:43:48
1709635548,1872,173213,36.0,92.5,1.0,206.985,57.77,11.5,1.975,1.11,0.3349999999999999,0.12,1.475,173213,2024-03-05 10:45:48
1709635668,1872,173213,36.0,92.5,0.9,204.225,57.71,9.74,2.195,0.475,0.12,0.165,1.25,173213,2024-03-05 10:47:48
1709635788,1872,173213,36.0,92.5,0.9,215.695,62.275,9.85,1.93,0.47,0.095,0.35,1.265,173213,2024-03-05 10:49:48
1709635908,1872,173213,36.0,92.5,1.0,211.9,61.45,12.04,3.17,1.3650000000000002,0.755,0.175,1.755,173213,2024-03-05 10:51:48
1709636028,1872,173213,36.0,92.5,0.8,195.305,56.53,10.08,2.78,1.15,0.61,0.17,1.365,173213,2024-03-05 10:53:48
1709636148,1872,173213,36.0,92.5,0.9,197.7,59.165,11.675,3.615,1.495,0.895,0.245,1.6749999999999998,173213,2024-03-05 10:55:48
1709636268,1872,173213,36.0,92.5,1.1,238.08,68.195,12.005,1.435,0.585,0.29,0.385,1.24,173213,2024-03-05 10:57:48
1709636388,1872,173213,36.0,92.5,1.1,217.07,64.425,14.335,2.56,1.145,0.46,0.145,1.795,173213,2024-03-05 10:59:48
