time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,date_time_utc
1712504776,1872,173210,38.5,92.5,1.6,1.36,2.28,2024-04-07 15:46:16+00:00
1712504896,1872,173210,38.5,92.5,1.4,1.325,1.795,2024-04-07 15:48:16+00:00
1712505016,1872,173210,38.0,92.5,1.4,1.475,2.025,2024-04-07 15:50:16+00:00
1712505136,1872,173210,38.0,91.5,1.4,0.965,1.89,2024-04-07 15:52:16+00:00
1712505255,1872,173210,41.5,88.5,1.4,1.555,1.96,2024-04-07 15:54:15+00:00
1712505376,1872,173210,43.5,87.0,1.5,1.395,2.265,2024-04-07 15:56:16+00:00
1712505496,1872,173210,44.5,86.5,1.5,1.555,2.05,2024-04-07 15:58:16+00:00
1712505616,1872,173210,45.5,85.5,1.4,1.545,2.255,2024-04-07 16:00:16+00:00
1712505735,1872,173210,46.0,85.5,1.4,1.335,2.03,2024-04-07 16:02:15+00:00
1712505856,1872,173210,47.0,84.5,1.6,1.69,2.595,2024-04-07 16:04:16+00:00
1712505976,1872,173210,47.0,84.5,1.8,1.885,2.665,2024-04-07 16:06:16+00:00
1712506096,1872,173210,47.0,84.5,1.6,1.505,2.475,2024-04-07 16:08:16+00:00
1712506215,1872,173210,46.5,85.5,1.5,1.695,2.375,2024-04-07 16:10:15+00:00
1712506335,1872,173210,45.0,86.5,1.6,1.595,2.305,2024-04-07 16:12:15+00:00
1712506456,1872,173210,44.0,87.5,1.5,1.425,2.14,2024-04-07 16:14:16+00:00
1712506575,1872,173210,44.0,87.5,1.6,1.64,2.34,2024-04-07 16:16:15+00:00
1712506695,1872,173210,43.5,87.5,1.5,1.11,1.975,2024-04-07 16:18:15+00:00
1712506816,1872,173210,43.0,87.5,1.5,1.1,1.785,2024-04-07 16:20:16+00:00
1712506936,1872,173210,43.0,88.5,1.6,1.41,1.89,2024-04-07 16:22:16+00:00
1712507055,1872,173210,43.0,88.5,1.5,1.52,2.38,2024-04-07 16:24:15+00:00
1712507175,1872,173210,42.5,88.5,1.5,1.155,1.945,2024-04-07 16:26:15+00:00
1712507296,1872,173210,42.5,88.5,1.5,1.22,1.83,2024-04-07 16:28:16+00:00
1712507416,1872,173210,42.0,88.5,1.5,1.455,2.085,2024-04-07 16:30:16+00:00
1712507535,1872,173210,42.0,88.5,1.6,1.575,2.095,2024-04-07 16:32:15+00:00
1712507656,1872,173210,42.0,88.5,1.6,1.75,2.215,2024-04-07 16:34:16+00:00
1712507776,1872,173210,42.0,88.5,1.4,1.525,2.01,2024-04-07 16:36:16+00:00
1712507896,1872,173210,42.0,88.5,1.6,1.43,2.07,2024-04-07 16:38:16+00:00
1712508016,1872,173210,42.0,88.5,1.6,1.44,2.295,2024-04-07 16:40:16+00:00
1712508136,1872,173210,42.0,88.5,1.6,1.695,2.445,2024-04-07 16:42:16+00:00
1712508257,1872,173210,42.0,88.5,1.6,1.58,2.48,2024-04-07 16:44:17+00:00
1712508376,1872,173210,42.0,88.5,1.5,1.43,1.995,2024-04-07 16:46:16+00:00
1712508496,1872,173210,41.5,88.5,1.4,1.19,1.82,2024-04-07 16:48:16+00:00
1712508616,1872,173210,41.0,89.5,1.5,1.235,1.855,2024-04-07 16:50:16+00:00
1712508737,1872,173210,41.0,89.5,1.3,0.975,1.595,2024-04-07 16:52:17+00:00
1712508856,1872,173210,40.5,90.5,1.6,1.385,2.065,2024-04-07 16:54:16+00:00
1712508976,1872,173210,40.0,90.5,1.5,1.305,1.97,2024-04-07 16:56:16+00:00
1712509096,1872,173210,39.5,90.5,1.5,1.385,1.87,2024-04-07 16:58:16+00:00
1712509216,1872,173210,39.5,90.5,1.4,1.21,1.855,2024-04-07 17:00:16+00:00
1712509336,1872,173210,39.0,91.5,1.4,1.18,1.76,2024-04-07 17:02:16+00:00
1712509456,1872,173210,38.5,91.5,1.5,0.88,1.75,2024-04-07 17:04:16+00:00
1712509576,1872,173210,38.5,91.5,1.4,1.05,1.64,2024-04-07 17:06:16+00:00
1712509696,1872,173210,38.0,91.5,1.2,0.79,1.36,2024-04-07 17:08:16+00:00
1712509816,1872,173210,38.0,92.0,1.2,0.96,1.635,2024-04-07 17:10:16+00:00
1712509936,1872,173210,37.5,92.5,1.3,1.13,1.725,2024-04-07 17:12:16+00:00
1712510056,1872,173210,37.5,92.0,1.2,0.99,1.63,2024-04-07 17:14:16+00:00
1712510177,1872,173210,38.0,91.5,1.1,1.04,1.64,2024-04-07 17:16:17+00:00
1712510296,1872,173210,40.0,88.5,1.3,1.225,1.825,2024-04-07 17:18:16+00:00
1712510416,1872,173210,43.0,86.5,1.3,0.96,1.435,2024-04-07 17:20:16+00:00
1712510536,1872,173210,44.0,85.5,1.5,1.37,2.215,2024-04-07 17:22:16+00:00
1712510656,1872,173210,45.0,85.5,1.3,1.365,1.75,2024-04-07 17:24:16+00:00
1712510776,1872,173210,46.0,84.5,1.4,1.34,1.9,2024-04-07 17:26:16+00:00
1712510896,1872,173210,46.0,84.5,1.2,1.36,1.615,2024-04-07 17:28:16+00:00
